,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
205338,135697.0,-6.344769671682791,3.7931166278903903,-2.32684394202762,-1.4336313799995801,0.42687449808207706,0.860780534434088,-0.518896178740298,-4.22572829837822,1.8966914615152901,3.01515699300287,0.8102757864667429,1.1665035980226202,1.13913421789386,-2.0769594416702,-0.536283963314735,0.627437191927218,0.232660151578326,0.306551558865445,0.44576278096553007,-1.12113885248256,3.2412630040648596,-2.44818952744391,0.6545928348606371,-0.31595103719132395,1.08354308846493,0.13306895953006098,-2.4538906454502203,0.526187866416941,21.2,0
151807,96291.0,-3.55217282034342,5.42646054559111,-3.73181031980956,6.679061807018959,-2.18754337884152,2.4339402376117203,-8.74811035885579,-12.108284097018199,-2.8563585144668995,-5.66586179854092,2.5408355320687797,-6.1470535834303295,1.79689064160126,-4.32898899462283,-0.150037374792615,-1.8390046654716798,-3.35463814070962,-0.282307261175205,0.14859239385999498,3.7926667267540894,-5.68899027177143,2.51097955615894,0.953932861684676,-0.542506228224687,-0.620152015985956,0.40601286670930603,0.0230251633862463,0.16474060597724402,33.59,1
123295,76873.0,-0.608300032214476,1.2567713871428998,0.21540683794829502,-0.41394301260871597,0.57413898602111,0.280290503054945,0.217501327533238,0.6244115923796479,-0.66849986939098,-0.561100554128804,-0.24906153325137398,0.0640611142627698,0.14641246106162398,0.0300059661290081,0.308446373774288,1.21776490564368,-0.6881500463780931,0.99171529727583,0.845341133641617,0.0671799262141747,-0.283094689683872,-0.926709917933717,-0.16854110450250198,-1.45896840144486,0.0580976651500965,0.16474310294019,0.11047914337270699,0.008186352920354729,9.72,0
123270,76867.0,1.08256623409747,1.0948615129500299,-1.3670200478473702,2.01255429562949,0.708142047645968,-0.8077120941370579,0.151952109111841,0.158352530916403,0.00987228422733163,-1.92527812380296,2.60593702345612,-0.30921887342436305,-1.7675489156226798,-4.42919458671376,-0.171939794624445,1.05551393649543,3.9705869371836,1.76224857169611,-0.8808121028476791,-0.135789404251701,-0.32528376499397,-0.7343436177005771,-0.10672534334218099,-0.22499906449269394,0.5691673272214169,-0.33503264926341,0.0891401408869493,0.11233722000597,1.0,1
189878,128595.0,-5.31377384241729,2.66427399774238,-4.25070701802015,0.394707094952515,-0.391383377283543,0.683526139774215,-5.13367100176311,-7.90778989157428,0.215474664930064,-2.29773425918487,1.9614809315133601,-1.94444112769897,-0.69255896504056,-4.3463476308633,-1.72692923293524,-1.8204047718806202,-3.74648955100281,-0.880399311360603,0.267914551538718,-2.6429018472180896,8.66466242953635,-2.7163825881267702,0.48355909385545204,0.0792347976258407,0.311065240462952,0.555544234123026,0.176740004036668,0.362906575787496,1.0,1
5886,6430.0,1.27675971541984,0.134025835181938,0.7539915506029399,0.135783323910232,-0.64025199338417,-0.9517526927045029,-0.23459184206320002,-0.29661332025895504,1.5480503175756002,-0.61144552840783,0.8653329955930771,-1.8219860879710201,2.6422055937896203,1.39208025900199,0.41983497213731197,0.338176811978208,0.317015209777889,-0.24961043104346103,-0.180518309365871,-0.0414336401143475,-0.271495217061277,-0.49187180518973106,0.0931132057614101,0.405733898424831,0.122620029763134,0.862589568293663,-0.0928264527548492,0.00581741738792875,7.69,0
275745,166702.0,1.9542079006941,-0.133999442830169,-0.950890960708494,1.3111823784931398,0.38805731131557397,0.6375877731919979,-0.17602720446868803,0.14881383622900798,0.802925656776475,0.137099386963723,-0.0549249381267878,1.5138907416461798,0.20445979536921802,-0.18066834447297503,-2.3866949881664703,-0.569626574261084,-0.246281548679047,-0.37088110262988894,0.696196951770698,-0.236489903534047,-0.31332640547896506,-0.533680445624945,0.205770633870522,0.199915034444555,0.111494646137363,-0.840671383373917,0.036991047804565004,-0.0512816120225324,2.99,0
6446,7672.0,0.702709900098753,2.42643280600508,-5.23451329584052,4.416661242908759,-2.17080621591773,-2.66755356121463,-3.87808845483572,0.9113371222291949,-0.16619903917594198,-5.00924850212751,4.675729418656769,-8.16718805173089,0.638559282180499,-6.76333439062322,1.29686025605627,-3.81175840977789,-3.75412806618729,-1.04917740227906,1.5541972634589698,0.42274312919870205,0.5511796891172479,-0.00980235731325313,0.721698230069415,0.47324575140203295,-1.9593037711686998,0.31947554010746004,0.600484916486359,0.129305225096566,1.0,1
46071,42627.0,0.9678734145252541,-0.0246523958149925,1.10344843129389,2.66593755183909,-0.265176861785818,1.3798509497765499,-0.621030170696475,0.592149939637033,0.072875029092095,0.534469538747956,0.717055005420217,0.499930732853465,-1.53981112242748,0.0313463370223657,-1.45459027255581,-0.36038579903870704,0.391340914909084,-0.825515924309001,-0.9065609236940759,-0.285450709774051,-0.0297392083418604,0.133775269027087,-0.00839130986080896,-0.291203549296498,0.349640928217177,0.105678596810626,0.0459503495388248,0.00739259986258363,19.78,0
250883,155113.0,2.04210729758889,-0.853587461899144,-1.03916570882945,-0.607558450799404,-0.9886451595482729,-0.7859937433398441,-1.04560544600058,0.0508583738996267,-0.0321233393035075,0.268179834328032,1.2933908121706201,-0.627030306986896,-1.06703692588276,-1.66799891751809,-0.20194216614818,1.8317508162029401,1.27895258583674,0.0686757964170373,0.387912370762456,-0.00166386351444892,0.301091669133869,0.834862948156533,0.105556794796094,-0.11033934181696199,-0.252244415121214,-0.10574945299193902,0.0174166063964293,-0.0202312395646696,38.0,0
50537,44532.0,-0.234922308660103,0.355412643473604,1.97218278594888,-1.2555927126283999,-0.681386509254345,-0.665731671302037,0.05911048968643799,-0.00315327709103439,1.12245113562848,-1.4812458605398402,-0.47385210591404603,0.9221844195147,0.913513839827119,-0.49934957885930503,0.933898442932603,-0.560471962989049,-0.20770652909745196,0.380541571066627,0.574335960915453,-0.0034694628125566,0.220670430492642,0.9121072140377241,-0.286337679755902,0.451208246513352,0.18831525200361396,-0.531845781256926,0.12318468783854701,0.0395806345060398,1.0,1
